OBJECTID,Photo,Epoch,Time_,SLR,TLat,TLon,AAT,Azi,Dpr,CLat,Clon,CAlt,CPi,CRoll,CYaw,CFOV,TMGRS
630,1500,73280,2034350,0,-40.334626,175.817068,0,0,90,-40.334981,175.817437,1591.2,5.69,3.86,-4.55,70,60GUA,99518,34430,25000
628,1501,73130,2033750,0,-40.336429,175.818201,0,0,90,-40.33638,175.818155,1598.4,-0.97,-0.43,-9.82,70,60GUA,99617,34231,7500
